twitter_id,stackoverflow_id,location,question_count,answer_count,reputation,top_tags_answers,top_tags_question,Openness,Conscientiousness,Extraversion,Agreeableness,Emotional range,Conservation,Openness to change,Hedonism,Self-enhancement,Self-transcendence
sftrabbit,150634,"['Edinburgh, United Kingdom']",38,500,96968,"['c++', 'c++11', 'pointers', 'arrays', 'vector', 'templates', 'string', 'c', 'reference', 'stl']","['c++', 'c++11', 'standards', 'language-lawyer', 'move-semantics', 'undefined-behavior', 'iterator', 'iostream', 'class', 'rvalue-reference']",0.926194323,0.149055152,0.041135885,0.015127956,0.541935766,0.012639903,0.428846298,0.127022364,0.308052995,0.265312137
sh4nx0r,1003917,"['Dubai, United Arab Emirates']",0,500,63645,"['php', 'arrays', 'function', 'mysql', 'regex', 'output', 'json', 'html', 'sql', 'string']",[],0.675997361,0.592175262,0.931559348,0.89174239,0.491334779,0.515946662,0.2497504,0.203062316,0.466378719,0.542030432
share2praveen,1671639,"['Chennai, India']",73,500,47810,"['javascript', 'jquery', 'html', 'css', 'datepicker', 'google-maps', 'json', 'jquery-ui', 'ajax', 'google-maps-api-3']","['c#', 'javascript', 'jquery', 'html', 'datetime', 'jquery-ui', 'asp.net', '.net', 'sql', 'sql-server-2008']",0.784923048,0.584329417,0.122044444,0.120881808,0.335625797,0.188865041,0.512653426,0.190202889,0.288552217,0.306340394
shaunluttin,1108891,"['Salt Spring Island, BC, Canada']",404,500,95199,"['typescript', 'asp.net-core', 'c#', 'visual-studio-code', 'javascript', '.net-core', 'asp.net', '.net', 'reactjs', 'angular']","['c#', 'powershell', 'asp.net', 'git', 'orchardcms', 'typescript', 'asp.net-core', 'orchardcms-1.8', 'azure', 'windows']",0.945665898,0.353748963,0.159026548,0.024004405,0.274330719,0.026811625,0.495688899,0.068999722,0.336479117,0.286255428
sheharyarn,1533054,['SF / NYC / Lahore'],68,299,59623,"['elixir', 'phoenix-framework', 'android', 'ruby-on-rails', 'ruby', 'ecto', 'ruby-on-rails-3', 'vim', 'ruby-on-rails-4', 'mongoid']","['elixir', 'phoenix-framework', 'ruby-on-rails', 'android', 'ruby', 'android-fragments', 'nginx', 'mongoid', 'puma', 'macros']",0.845442951,0.512191921,0.182975756,0.068013984,0.270278222,0.167312597,0.662215676,0.259649007,0.555313042,0.353351089
sherifelkhatib,833622,['London'],23,500,43708,"['android', 'java', 'android-layout', 'listview', 'android-activity', 'php', 'android-listview', 'xml', 'mysql', 'textview']","['android', 'java', 'mysql', 'hibernate', 'eclipse', 'spring', 'locking', 'multithreading', 'rabbitmq', 'jboss']",0.451621313,0.157951015,0.232510148,0.116404198,0.460052855,0.524649327,0.792363451,0.675986998,0.861672694,0.333007863
shiplu,376535,"['The Hague, The Netherlands']",93,500,50305,"['php', 'mysql', 'javascript', 'regex', 'python', 'linux', 'bash', 'arrays', 'jquery', 'c']","['php', 'javascript', 'python', 'extjs', 'mysql', 'c', 'extjs4', 'build', 'http', 'bash']",0.60185848,0.173268972,0.013369588,0.001241315,0.296884861,0.032678912,0.194702249,0.123574603,0.213839728,0.17180746
ShrapnelCol,285587,[''],33,500,148032,"['php', 'mysql', 'pdo', 'mysqli', 'sql', 'prepared-statement', 'sql-injection', 'database', 'arrays', 'bindparam']","['php', 'mysql', 'symfony', 'pdo', 'security', 'sql', 'join', 'mysqli', 'group-by', 'query-optimization']",0.990590016,0.200658063,0.181217745,0.016747554,0.299010739,0.001015679,0.247054686,0.088711162,0.182226394,0.087766249
simbabque,1331451,[''],53,500,48091,"['perl', 'regex', 'hash', 'arrays', 'mojolicious', 'xml', 'cgi', 'json', 'moose', 'html']","['perl', 'unit-testing', 'mysql', 'dbi', 'bash', 'regex', 'datetime', 'utf-8', 'locale', 'oop']",0.700876491,0.127945101,0.13618437,0.090453388,0.970766957,0.031383016,0.633810634,0.443811764,0.598520019,0.293930164
simeonvisser,1267329,"['London, United Kingdom']",2,500,97798,"['python', 'python-3.x', 'python-2.7', 'django', 'list', 'unit-testing', 'mocking', 'string', 'dictionary', 'datetime']","['python', 'sqlalchemy', 'sql-returning', 'postgres-9.4', 'javascript', 'string', 'constants', 'purescript']",0.9663685,0.276436791,0.116533561,0.007579528,0.227238714,0.000932614,0.410230859,0.056689001,0.211545356,0.077738522
simevidas,425275,"['Zagreb, Croatia']",190,500,152422,"['javascript', 'jquery', 'html', 'css', 'dom', 'json', 'arrays', 'function', 'ajax', 'internet-explorer']","['javascript', 'html', 'browser', 'css', 'jquery', 'node.js', 'dom', 'express', 'regex', 'theory']",0.942304781,0.104238924,0.05115108,0.000286824,0.348675778,0.00088724,0.377149,0.120097265,0.339693808,0.09325869
simey,16940,"['Los Angeles, CA United States']",418,500,110781,"['angular', 'c#', 'javascript', 'typescript', 'rxjs', 'css', 'asp.net', 'html', 'asp.net-mvc', '.net']","['asp.net-mvc', 'asp.net', 'silverlight', '.net', 'jquery', 'css', 'apache-flex', 'angular', 'c#', 'wcf']",0.731586873,0.027481273,0.0488358,0.023388374,0.400765695,0.031184164,0.274000925,0.257776015,0.360338229,0.216775422
simonohanlon101,1478381,['London'],36,500,52259,"['r', 'dataframe', 'matrix', 'data.table', 'regex', 'list', 'ggplot2', 'loops', 'for-loop', 'apply']","['r', 'graphics', 'plot', 'syntax', 'ggplot2', 'base', 'data.table', 'plotmath', 'internals', 'regex']",0.751861297,0.290239548,0.127188015,0.026895314,0.430202947,0.082589532,0.569375375,0.164722975,0.39787433,0.147101244
simonsarris,154112,"['Amherst, NH']",15,500,55521,"['canvas', 'html', 'javascript', 'html5-canvas', 'gojs', 'jquery', 'css', 'image', 'google-chrome', 'svg']","['javascript', 'ruby-on-rails-3', 'ruby-on-rails', 'c#', 'razor', 'blazor', 'touch', 'firefox', 'html', 'css']",0.975443824,0.167206933,0.109636093,0.039009816,0.313052959,0.005341065,0.510183491,0.077128359,0.130624459,0.241581821
sinan_unur,100754,['USA / TR'],33,500,111558,"['perl', 'regex', 'c', 'arrays', 'windows', 'hash', 'html', 'javascript', 'python', 'linux']","['perl', 'c', 'sql', 'vim', 'template-toolkit', 'perl-module', 'windows', 'ocaml', 'cpan', 'latex']",0.909809849,0.538318587,0.121723345,0.021597765,0.178456728,0.034959473,0.361159797,0.111587479,0.225899509,0.13616877
sindresorhus,64949,[''],71,272,62320,"['javascript', 'gruntjs', 'bower', 'yeoman', 'node.js', 'jquery', 'npm', 'angularjs', 'html', 'css']","['javascript', 'flash', 'jquery', 'actionscript', 'actionscript-3', 'actionscript-2', 'html', 'macos', 'url', 'python']",0.951561072,0.38101097,0.080811015,0.005593961,0.29317609,0.006653564,0.445742527,0.087735026,0.355538854,0.173422977
sipping4cast,2088135,"['Barcelona, Spain']",21,500,61544,"['bash', 'shell', 'awk', 'linux', 'reactjs', 'sed', 'javascript', 'unix', 'grep', 'regex']","['reactjs', 'typescript', 'javascript', 'go', 'json', 'xml', 'c++', 'vtk', 'react-hooks', 'svg-filters']",0.68885214,0.463831464,0.278923261,0.057789911,0.314218161,0.053709493,0.173920292,0.259025634,0.079596119,0.10064282
skaffman,21234,"['Clackmannanshire, Scotland']",50,500,371032,"['java', 'spring', 'spring-mvc', 'xml', 'jaxb', 'servlets', 'jsp', 'hibernate', 'jdbc', 'annotations']","['java', 'xml', 'servlets', 'xsd', 'hibernate', 'spring', 'jls', 'performance', 'garbage-collection', 'gwt']",0.89031868,0.050276625,0.113862701,0.013834498,0.460121239,0.014133769,0.545073916,0.260478774,0.430709945,0.165396925
skilldrick,49376,"['Louisville, CO']",103,500,62946,"['javascript', 'jquery', 'php', 'html', 'css', 'python', 'ruby-on-rails', 'c++', 'ajax', 'json']","['c++', 'ruby-on-rails', 'javascript', 'html', 'php', 'python', 'qt', 'jquery', 'ruby-on-rails-3', 'css']",0.898091704,0.081064741,0.123083483,0.04919867,0.341665579,0.04229145,0.440708159,0.2892537,0.39597121,0.304707343
smarx,94559,"['Las Vegas, NV']",0,500,52666,"['python', 'ethereum', 'javascript', 'solidity', 'python-3.x', 'arrays', 'blockchain', 'smartcontracts', 'json', 'node.js']",[],0.899777773,0.240725569,0.144362643,0.046987433,0.246620826,0.009378477,0.22286307,0.079549767,0.21476429,0.178283768
SmileyKeith,902968,"['San Francisco, CA']",2,262,50599,"['cocoapods', 'ios', 'objective-c', 'xcode', 'afnetworking', 'cocoa', 'macos', 'git', 'iphone', 'podspec']","['objective-c', 'cocoa', 'nstextview', 'vim', 'newline', 'eof']",0.905159437,0.143172445,0.032595206,0.014844881,0.199024895,0.008738555,0.45539814,0.108707743,0.370057076,0.141639649
smourier,403671,['Paris'],0,500,110889,"['c#', '.net', 'com', 'c++', 'winapi', 'windows', 'pinvoke', 'wpf', 'winforms', 'visual-studio']",[],0.797286986,0.301599356,0.220477437,0.005110071,0.663930743,0.017666897,0.198533456,0.181246061,0.380002308,0.055450833
SOFTonSOFA,784588,"['from Krakow, in Singapore']",4,500,61721,"['laravel', 'eloquent', 'php', 'laravel-4', 'mysql', 'sql', 'laravel-5', 'orm', 'query-builder', 'relationship']","['joomla', 'components', 'joomla1.5', 'php', 'php-5.5', 'php-5.6', 'c#', '.net', 'visual-studio', 'visual-studio-2013']",0.977437285,0.577405321,0.199769087,0.030644978,0.165327251,0.024100521,0.709874278,0.149196479,0.246658485,0.206899954
softwaredoug,8123,[''],67,500,57345,"['c++', 'c', 'python', 'php', 'stl', 'arrays', 'pointers', 'string', 'javascript', 'mysql']","['c++', 'python', 'java', 'javascript', 'c', 'winapi', 'qt', 'pyside', 'php', 'debugging']",0.881212782,0.554040454,0.244960296,0.145032836,0.29620058,0.058001369,0.532289794,0.116206023,0.360816979,0.240346609
sonergonul,447156,"['Istanbul, Turkey']",114,500,88035,"['c#', 'datetime', '.net', 'asp.net', 'string', 'sql', 'sql-server', 'date', 'mysql', 'parsing']","['c#', 'asp.net', 'sql', '.net', 'database', 'gridview', 'sql-server', 'oracle', 'function', 'devexpress']",0.573928298,0.259537758,0.013192646,0.090097332,0.614544563,0.409070223,0.446490378,0.500351097,0.531333895,0.095775026
sophiebits,49485,"['bay area, calif.']",45,441,118070,"['javascript', 'reactjs', 'jquery', 'ruby', 'iphone', 'html', 'css', 'ruby-on-rails', 'objective-c', 'react-jsx']","['iphone', 'javascript', 'cocoa-touch', 'c', 'macos', 'python', 'html', 'ios', 'objective-c', 'mercurial']",0.869225938,0.025354134,0.053678332,0.019881887,0.371140866,0.006462866,0.505566419,0.200105408,0.521910437,0.219050934
soviut,46914,"['Toronto, Ontario']",141,500,74747,"['javascript', 'python', 'jquery', 'html', 'css', 'node.js', 'django', 'c#', 'json', 'angularjs']","['python', 'django', 'javascript', 'wxpython', 'flash', 'unit-testing', 'angularjs', 'actionscript-3', 'mongodb', 'node.js']",0.928398679,0.110110067,0.109577967,0.001470854,0.340483892,0.001933851,0.361844201,0.120847294,0.270537734,0.161192494
spadgos,9021,"['Zurich, Switzerland']",332,500,477445,"['javascript', 'jquery', 'php', 'soundcloud', 'html', 'css', 'mysql', 'arrays', 'regex', 'api']","['php', 'javascript', 'jquery', 'html', 'mysql', 'css', 'cakephp', 'sql', 'svn', 'optimization']",0.901026172,0.146466323,0.201982534,0.024793223,0.423213956,0.009288214,0.593746544,0.189789052,0.47904984,0.204489225
spender,14357,"['Brighton, England']",177,500,100634,"['c#', 'javascript', '.net', 'linq', 'arrays', 'asp.net', 'multithreading', 'asynchronous', 'asp.net-mvc', 'json']","['c#', '.net', 'sql-server', 'asp.net-mvc', 'sql-server-2008', 'sql', 'javascript', 'asp.net', 'tsql', 'indexing']",0.50238833,0.040347505,0.341332729,0.201656693,0.752791676,0.251586512,0.791713535,0.812651954,0.45438311,0.936366618
spickermann,2483313,"['Bavaria, Germany']",5,500,74221,"['ruby', 'ruby-on-rails', 'activerecord', 'ruby-on-rails-5', 'rspec', 'ruby-on-rails-4', 'rubygems', 'arrays', 'postgresql', 'sql']","['ruby', 'ios', 'ios-universal-links', 'yaml', 'debugging', 'binding', 'byebug', 'ruby-on-rails', 'delegates', 'metaprogramming']",0.858142068,0.132191523,0.226095031,0.016651045,0.434919598,0.002365176,0.413133389,0.103285148,0.423507841,0.183046866
splattne,6461,"['Somewhere in the Alps, Europe']",67,411,97043,"['asp.net', 'c#', '.net', 'sql-server', 'sql', 'javascript', 'iis', 'vb.net', 'ember.js', 'visual-studio']","['asp.net', '.net', 'deployment', 'ember.js', 'compact-framework', 'visual-studio', 'javascript', 'web-deployment-project', 'performance', 'assemblies']",0.536745967,0.106114817,0.285390249,0.259860621,0.999999999,0.129410438,0.521984643,0.759586759,0.411390865,0.419603414
spouliot,220643,['Quebec City'],1,500,42749,"['xamarin.ios', 'ios', 'xamarin', 'c#', 'mono', '.net', 'iphone', 'monodevelop', 'objective-c', 'xamarin.android']","['ios', 'unit-testing', 'mono', 'nunit', 'xamarin.ios']",0.814699019,0.681654353,0.035093753,0.021684999,0.35363663,0.190394975,0.342438326,0.11520276,0.305838563,0.238428476
sriramtwt,2530848,"['Chennai, India']",7,500,65834,"['c#', '.net', 'multithreading', 'winforms', 'wpf', 'async-await', 'generics', 'asynchronous', 'task-parallel-library', 'task']","['c#', '.net', 'garbage-collection', 'async-await', 'xml', 'winforms', 'multithreading', 'thread-abort', 'unsafe', 'arrays']",0.84703629,0.429764671,0.111002859,0.035037458,0.09605754,0.055205561,0.416622559,0.108885021,0.396297902,0.184404499
ssachinshanbhag,399037,['Bangalore'],18,500,48759,"['sql', 'mysql', 'c#', 'sql-server', 'javascript', 'asp.net', 'sql-server-2005', 'tsql', 'java', 'sql-server-2008']","['sql-server-2005', 'sql', 'c#', 'algorithm', 'javascript', 'automation', 'sql-server', 'database', 'join', 'mysql']",0.508204735,0.459096794,0.016121179,0.029724696,0.472859942,0.474215691,0.176021073,0.147011162,0.327264542,0.082050612
Stavron,157957,[''],4,500,56558,"['php', 'simplexml', 'postgresql', 'xml', 'sql', 'arrays', 'javascript', 'json', 'mysql', 'laravel']","['php', 'git', 'git-merge-conflict', 'simplexml', 'xml-namespaces', 'gearman', 'svn', 'composer-php']",0.958475143,0.07511239,0.102660495,0.010372603,0.339091733,0.002371233,0.435329688,0.144608292,0.40341798,0.122482347
staxman,59501,"['Seattle, WA']",25,500,97327,"['jackson', 'java', 'json', 'serialization', 'xml', 'spring', 'deserialization', 'woodstox', 'jackson-modules', 'fasterxml']","['java', 'thrift', 'dataformat', 'memory-management', 'html', 'scala', 'asynchronous', 'use-case', 'akka', 'specifications']",0.981029566,0.501272956,0.826494562,0.115556814,0.454841099,0.006814669,0.044094914,0.068239539,0.009073873,0.042292973
steffenopel,45773,[''],0,500,59547,"['amazon-web-services', 'amazon-ec2', 'amazon-s3', 'amazon-iam', 'java', 'amazon-dynamodb', 'c#', 'amazon-elastic-beanstalk', 'amazon-elb', 'bamboo']",[],0.868929444,0.804228974,0.132739578,0.07589496,0.080498898,0.157643243,0.330028458,0.094993271,0.193388161,0.265711655
stennie,1388319,['Down Under'],0,500,54249,"['mongodb', 'mongodb-query', 'node.js', 'mongoose', 'aggregation-framework', 'javascript', 'database', 'sharding', 'php', 'nosql']",[],0.867429005,0.522645761,0.189188607,0.036117076,0.404141272,0.047817175,0.417443243,0.119954982,0.420006793,0.125969213
stevage1,263268,"['Melbourne, Australia']",226,409,73624,"['mapbox-gl-js', 'mapbox', 'javascript', 'mapbox-gl', 'git', 'geojson', 'leaflet', 'html', 'node.js', 'mapbox-marker']","['javascript', 'git', 'node.js', 'css', 'django', 'vue.js', 'bash', 'github', 'python', 'html']",0.922917876,0.07689135,0.083121291,0.019749298,0.552446916,0.003369194,0.441334666,0.139120242,0.412550998,0.1987881
stevenalowe,9345,"['Los Angeles, CA']",17,500,56963,"['c#', '.net', 'sql', 'oop', 'unit-testing', 'asp.net', 'database-design', 'sql-server', 'database', 'tdd']","['html', 'css', 'language-agnostic', 'sql', '.net', 'javascript', 'asp.net', 'sql-server', 'code-metrics', 'interface']",0.892673019,0.685287021,0.392000343,0.150510499,0.227151381,0.070735322,0.434955407,0.070422987,0.254148529,0.303339653
stevetjoa,208339,"['San Francisco, CA']",11,239,47323,"['python', 'numpy', 'matplotlib', 'scipy', 'machine-learning', 'algorithm', 'matlab', 'signal-processing', 'latex', 'audio']","['python', 'numpy', 'scipy', 'matplotlib', 'list', 'wsgi', 'cherokee', 'uwsgi', 'c++', 'intel-ipp']",0.869539085,0.540388993,0.473764509,0.368570607,0.405141923,0.177038243,0.449791454,0.107144829,0.305187997,0.405978561
stienman,2915,"['Ann Arbor, Michigan']",107,500,84921,"['c++', 'c', 'algorithm', 'c#', 'php', 'java', '.net', 'windows', 'embedded', 'language-agnostic']","['c#', 'c', 'algorithm', 'user-interface', 'ios', 'kernel', 'embedded', 'macos', '.net', 'vb.net']",0.787649383,0.37464921,0.149195926,0.014964429,0.327468908,0.022712844,0.196706301,0.109772288,0.194071632,0.229041345
stuartd,43846,"['Brighton, England']",9,500,58369,"['c#', 'log4net', '.net', 'automapper', 'logging', 'asp.net', 'log4net-configuration', 'winforms', 'linq', 'appfabric']","['c#', 'winforms', 'tfs', 'tfsbuild', 'email-notifications', 'unit-testing', 'moq', 'regex', 'javascript', 'node.js']",0.78622796,0.121732715,0.09377906,0.033276452,0.465503405,0.041680074,0.331733476,0.204885693,0.312381565,0.204186827
stuartmarks,1441122,"['Santa Clara, California, USA']",0,500,101057,"['java', 'java-8', 'java-stream', 'collections', 'lambda', 'multithreading', 'generics', 'arraylist', 'optional', 'comparator']",[],0.923004854,0.258741888,0.136969046,0.044362693,0.356851778,0.068961865,0.412027885,0.192990842,0.463190105,0.159230017
stymiee,250259,"['Jackson, New Jersey, USA']",19,500,200190,"['php', 'authorize.net', 'mysql', 'date', 'datetime', 'arrays', 'sql', 'html', 'payment-gateway', 'authorize.net-arb']","['php', 'mysql', 'javascript', 'prototypejs', 'arrays', 'sql', 'dom-events', 'c#', '.net-core', 'rider']",0.688095545,0.26921438,0.061158386,0.061014139,0.250204443,0.094102058,0.135880981,0.198075109,0.246477976,0.29306866
supahvee1234,598696,"['London, England']",291,500,79181,"['c++', 'c++11', 'templates', 'c++17', 'c++14', 'vector', 'variadic-templates', 'lambda', 'constructor', 'constexpr']","['c++', 'c++11', 'c++14', 'templates', 'c++17', 'language-lawyer', 'lambda', 'c#', 'variadic-templates', 'gcc']",0.920346305,0.103859645,0.063766019,0.00802521,0.400392872,0.010301221,0.591682553,0.16998559,0.517268942,0.235465244
svish,39321,['Scandinavia'],500,290,129747,"['c#', 'php', '.net', 'html', 'javascript', 'jquery', 'mysql', 'css', 'regex', 'linq']","['c#', 'php', 'java', 'html', 'css', 'javascript', 'xslt', 'mysql', 'winforms', 'jquery']",0.685903559,0.05068342,0.022452929,0.006370212,0.70827832,0.026453916,0.412515655,0.301191198,0.404234761,0.262250974
swamimayank,1723893,['India'],43,500,51460,"['php', 'html', 'css', 'jquery', 'javascript', 'mysql', 'arrays', 'ajax', 'session', 'sql']","['php', 'javascript', 'c++', 'jquery', 'mysql', 'css', 'html', 'ajax', 'forms', 'windows']",0.415489999,0.632481635,0.165720596,0.256286601,0.029465789,0.33223734,0.376448186,0.197536387,0.327084606,0.113165191
swirlee,179125,"['Decorah, Iowa']",1,500,86212,"['ruby', 'javascript', 'ruby-on-rails', 'arrays', 'reactjs', 'regex', 'node.js', 'string', 'html', 'ecmascript-6']","['ruby', 'templates', 'sinatra', 'liquid']",0.937138594,0.371688239,0.268879091,0.077963487,0.229189904,0.035667733,0.482361594,0.211652633,0.378196462,0.297148521
TartanLlama,496161,"['Edinburgh, Scotland']",11,500,57599,"['c++', 'c++11', 'templates', 'c++14', 'variadic-templates', 'language-lawyer', 'pointers', 'lambda', 'vector', 'inheritance']","['c++', 'python', 'language-lawyer', 'c++11', 'user-interface', 'tkinter', 'templates', 'typedef', 'name-lookup', 'gcc']",0.937952933,0.1780332,0.172310011,0.087433437,0.553259984,0.020011993,0.670136838,0.235783763,0.513954194,0.411690117
tcanens,2756719,[''],16,500,118056,"['c++', 'c++11', 'c++17', 'templates', 'language-lawyer', 'c++14', 'gcc', 'c++20', 'variadic-templates', 'stl']","['c++', 'c++11', 'language-lawyer', 'c++14', 'templates', 'c++17', 'implicit-conversion', 'gcc', 'most-vexing-parse', 'header-files']",0.950768065,0.0429274,0.019944101,0.000545427,0.29553473,0.001136267,0.426533175,0.121483215,0.455238066,0.119522035
Tcharlss,11343,"['Paris, France']",25,500,70409,"['git', 'c++', 'github', 'labview', 'python', 'version-control', 'windows', 'c#', 'git-branch', 'git-submodules']","['git', 'wpf', 'c++', 'xaml', 'datatemplate', 'r', '.net', 'exception', 'registry', 'winapi']",0.723202725,0.580003745,0.451999771,0.125760052,0.814696435,0.137288316,0.197677225,0.228566911,0.318642725,0.049580448
techiesourav,2173917,"['Bengaluru, India']",10,500,121217,"['c', 'arrays', 'pointers', 'string', 'scanf', 'printf', 'struct', 'malloc', 'initialization', 'dynamic-memory-allocation']","['c', 'language-lawyer', 'linux', 'makefile', 'printf', 'conversion-specifier', 'sockets', 'udp', 'errno', 'arrays']",0.440084847,0.329261984,0.054061291,0.037720426,0.461170502,0.421052028,0.463648768,0.263560366,0.695589571,0.191108187
templth,1873365,['France'],68,500,171881,"['angular', 'typescript', 'javascript', 'rxjs', 'angularjs', 'observable', 'angular2-services', 'angular2-forms', 'http', 'angular2-directives']","['angular', 'node.js', 'java', 'javascript', 'typescript', 'd3.js', 'svg', 'angularjs', 'rasa', 'elasticsearch']",0.763502218,0.688436336,0.183879489,0.119759229,0.461334612,0.404556257,0.308479387,0.184595411,0.296860422,0.25095421
theangrybassist,287047,['east tennessee'],111,500,58243,"['css', 'html', 'jquery', 'javascript', 'internet-explorer', 'z-index', 'css-float', 'css-selectors', 'hover', 'html-table']","['html', 'css', 'jquery', 'javascript', 'php', 'smarty', 'internet-explorer', 'tooltip', 'html-table', 'input']",0.186982464,0.35813546,0.001250464,0.005978637,0.800258132,0.591001164,0.139545012,0.378374212,0.314848597,0.417392309
thecoda,165009,['London'],12,459,48010,"['scala', 'java', 'functional-programming', 'scala-collections', 'scala-2.8', 'types', 'pattern-matching', 'traits', 'reflection', 'implicit']","['scala', 'scala-2.8', 'macros', 'scala-macros', 'scala-macro-paradise', 'types', 'android', 'hadoop', 'apache-pig', 'programming-languages']",0.897922395,0.245074766,0.148961862,0.025654014,0.319792784,0.021937558,0.401484167,0.15953175,0.423439211,0.168417311
thefuxia,299509,"['Halle (Saale), Germany']",1,201,59527,"['wordpress', 'php', 'css', '.htaccess', 'html', 'apache', 'mod-rewrite', 'xhtml', 'regex', 'wordpress-theming']","['php', 'iis', 'version', 'version-detection']",0.8462632,0.018468941,0.205160135,0.056382681,0.995003751,0.002869945,0.567295576,0.617652101,0.491371321,0.265754359
TheGazler,219743,[''],19,500,75257,"['elixir', 'phoenix-framework', 'ruby-on-rails', 'ecto', 'ruby', 'javascript', 'ruby-on-rails-3', 'jquery', 'json', 'php']","['jquery', 'php', 'ruby-on-rails-3', 'javascript', 'ajax', 'ruby-on-rails', 'ruby', 'regex', 'bash', 'shell']",0.879639761,0.520571147,0.150697652,0.038407924,0.257371333,0.115155272,0.47812124,0.158694728,0.563416882,0.220664863
THEHIPP0,45786,"['Leipzig, Germany']",20,370,51588,"['javascript', 'node.js', 'php', 'angularjs', 'flash', 'go', 'jquery', 'actionscript-3', 'coffeescript', 'html']","['linux', 'javascript', 'c', 'flash', 'haxe', 'php', 'actionscript-3', 'actionscript', 'neko', 'angularjs']",0.849533984,0.113746794,0.087689082,0.002402705,0.834335096,0.003149783,0.378571041,0.234150676,0.250726342,0.159524426
thejoshobrien,980833,"['Syracuse bred, ATX fed. ']",21,500,142274,"['r', 'data.table', 'plot', 'lattice', 'dataframe', 'regex', 'raster', 'matrix', 'string', 'list']","['r', 'python', 'scoping', 'knitr', 'data.table', 'arrays', 'numpy', 's4', 'c', 'macros']",0.412633295,0.654368482,0.985625573,0.099842499,0.008123431,0.154886309,0.534332868,0.274902622,0.833939991,0.20577675
TheLastBen,479989,"['Bellevue, WA']",21,500,72350,"['c++', 'c', 'git', 'linux', 'kalman-filter', 'python', 'bash', 'opengl', 'shell', 'scala']","['c++', 'windows', 'templates', 'algorithm', 'gcc', 'serial-port', 'docker', 'synology', 'sequence-points', 'unspecified-behavior']",0.929237332,0.326954551,0.129472608,0.00479123,0.330626363,0.023036988,0.453916771,0.149703691,0.350412695,0.270246655
ThemesGuide,171456,[''],26,500,261120,"['bootstrap-4', 'css', 'twitter-bootstrap', 'html', 'vue.js', 'vuetify.js', 'javascript', 'flexbox', 'twitter-bootstrap-3', 'jquery']","['css', 'bootstrap-4', 'twitter-bootstrap', 'node.js', 'express', 'ejs', 'flexbox', 'json', 'twitter-bootstrap-4', 'soa']",0.879852548,0.652333124,0.202222669,0.065164029,0.065911646,0.262380848,0.188465691,0.053238927,0.090426595,0.18077143
thequinntaylor,120292,"['Raleigh, NC']",17,255,43207,"['objective-c', 'cocoa', 'iphone', 'xcode', 'macos', 'memory-management', 'cocoa-touch', 'nsstring', 'java', 'nsarray']","['objective-c', 'cocoa', 'chdatastructures', 'java', 'xcode', 'data-structures', 'nsimage', 'css', 'internet-explorer-6', 'svn']",0.937058177,0.504032017,0.163643511,0.085824181,0.236289992,0.04210096,0.299102218,0.135487397,0.184458905,0.189403749
therealptomato,172999,[''],29,500,48353,"['gtk', 'gtk3', 'python', 'c', 'autotools', 'c++', 'glib', 'pygtk', 'automake', 'python-3.x']","['python', 'c', 'gtk', 'numpy', 'gcc', 'c++', 'autotools', 'css', 'linux', 'multithreading']",0.871713647,0.224449115,0.121559909,0.035196945,0.679131069,0.004558284,0.315047583,0.062148987,0.227217252,0.196091176
there_from_here,8331,"['Auckland, New Zealand']",43,332,48640,"['php', 'c', 'c++', 'mysql', 'linux', 'python', 'netbeans', 'arrays', 'json', 'string']","['php', 'c', 'linux', 'netbeans', 'php-extension', 'c++', 'django', 'gdb', 'debugging', 'stl']",0.880874665,0.214645281,0.160638527,0.019595187,0.307947041,0.013226276,0.327309026,0.174949024,0.325188159,0.098451287
thetrueaplus,23528,"['McCordsville, Indiana']",206,500,168089,"['c#', 'javascript', '.net', 'html', 'jquery', 'node.js', 'asp.net-core', '.net-core', 'arrays', 'angularjs']","['c#', '.net', 'asp.net-mvc', 'javascript', 'asp.net', 'visual-studio', 'sql-server', 'c++', 'msbuild', 'android']",0.787034474,0.229925236,0.213898219,0.03549392,0.244447773,0.164930697,0.356698783,0.224931599,0.568937691,0.220511727
ThiefMaster,298479,['Germany/Switzerland'],91,500,271368,"['python', 'javascript', 'php', 'jquery', 'html', 'c', 'flask', 'json', 'git', 'python-2.7']","['python', 'javascript', 'jquery', 'sqlalchemy', 'git', 'html', 'css', 'c#', 'vim', 'php']",0.797471162,0.001686177,0.135736085,0.024742244,0.999370578,0.000426096,0.57153265,0.671512159,0.457019581,0.216882543
thomasleveil,107049,['France'],6,244,56701,"['docker', 'docker-compose', 'dockerfile', 'python', 'jenkins', 'nginx', 'mysql', 'node.js', 'vagrant', 'ubuntu']","['mysql', 'sql', 'syntax', 'string', 'bash', 'shell', 'quoting', 'ansi-c', 'grails', 'groovy']",0.371347524,0.380912551,0.413334299,0.221290136,0.993592227,0.321341765,0.260208825,0.449875115,0.302344994,0.009629735
thomaslevesque,98713,"['Paris, France']",133,500,260765,"['c#', '.net', 'wpf', 'linq', 'xaml', 'fakeiteasy', 'winforms', 'mvvm', 'xml', 'generics']","['c#', '.net', 'wpf', 'visual-studio', 'xaml', 'windows', 'performance', 'windows-runtime', 'windows-store-apps', 'unit-testing']",0.885382478,0.304558406,0.221084761,0.015955654,0.35416053,0.028402257,0.23258975,0.18489717,0.351795185,0.083274749
